Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Chromosome/scaffold name,Gene start (bp hg19),Gene end (bp hg19),Gene name,Source of gene name
ENSG00000234230,ENSG00000234230.1,ENST00000427551,ENST00000427551.1,X,24146225,24149654,ZFX-AS1,HGNC Symbol
ENSG00000005889,ENSG00000005889.16,ENST00000497813,ENST00000497813.1,X,24149173,24216255,ZFX,HGNC Symbol
ENSG00000223611,ENSG00000223611.6,ENST00000486479,ENST00000486479.2,X,24310862,24314079,SUPT20HL2,HGNC Symbol
ENSG00000223731,ENSG00000223731.3,ENST00000436466,ENST00000436466.2,X,24362325,24365424,SUPT20HL1,HGNC Symbol
ENSG00000225071,ENSG00000225071.1,ENST00000419089,ENST00000419089.1,X,24429573,24429920,RPS26P58,HGNC Symbol
ENSG00000067992,ENSG00000067992.16,ENST00000379162,ENST00000379162.9,X,24465270,24550466,PDK3,HGNC Symbol
ENSG00000214124,ENSG00000214124.3,ENST00000436794,ENST00000436794.1,X,24513450,24513687,SNRPEP9,HGNC Symbol
ENSG00000102230,ENSG00000102230.14,ENST00000379144,ENST00000379144.7,X,24558087,24672677,PCYT1B,HGNC Symbol
ENSG00000226222,ENSG00000226222.3,ENST00000458741,ENST00000458741.2,X,24632257,24632601,H2BP7,HGNC Symbol
ENSG00000236836,ENSG00000236836.1,ENST00000432626,ENST00000432626.1,X,24650073,24658237,PCYT1B-AS1,HGNC Symbol
ENSG00000101868,ENSG00000101868.13,ENST00000678847,ENST00000678847.1,X,24693873,24996986,POLA1,HGNC Symbol
ENSG00000251869,ENSG00000251869.1,ENST00000516060,ENST00000516060.1,X,24744441,24744570,SCARNA23,HGNC Symbol
ENSG00000232472,ENSG00000232472.1,ENST00000447718,ENST00000447718.1,X,24788392,24789069,EEF1B2P3,HGNC Symbol
ENSG00000004848,ENSG00000004848.8,ENST00000379044,ENST00000379044.5,X,25003694,25016420,ARX,HGNC Symbol
ENSG00000214111,ENSG00000214111.3,ENST00000438281,ENST00000438281.1,X,25029545,25030235,PAFAH1B2P1,HGNC Symbol
ENSG00000240439,ENSG00000240439.3,ENST00000469313,ENST00000469313.3,X,25060649,25060939,RN7SL91P,HGNC Symbol
ENSG00000176812,ENSG00000176812.7,ENST00000433306,ENST00000433306.1,X,25194381,25195207,METTL1P1,HGNC Symbol
ENSG00000229310,ENSG00000229310.1,ENST00000426762,ENST00000426762.1,X,25591353,25591808,RPP40P1,HGNC Symbol
ENSG00000228519,ENSG00000228519.3,ENST00000496795,ENST00000496795.1,X,25645722,25646327,RANBP1P1,HGNC Symbol
ENSG00000176774,ENSG00000176774.6,ENST00000325250,ENST00000325250.2,X,26138343,26140736,MAGEB18,HGNC Symbol
ENSG00000232030,ENSG00000232030.3,ENST00000416929,ENST00000416929.2,X,26160601,26161824,MAGEB6B,HGNC Symbol
ENSG00000176746,ENSG00000176746.6,ENST00000379034,ENST00000379034.1,X,26192440,26195646,MAGEB6,HGNC Symbol
ENSG00000188408,ENSG00000188408.5,ENST00000602297,ENST00000602297.1,X,26216169,26218270,MAGEB5,HGNC Symbol
ENSG00000231388,ENSG00000231388.1,ENST00000439323,ENST00000439323.1,X,26496936,26505603,FMN2P1,HGNC Symbol
ENSG00000259849,ENSG00000259849.2,ENST00000420915,ENST00000420915.1,X,26557675,26881029,VENTXP1,HGNC Symbol
ENSG00000216938,ENSG00000216938.3,ENST00000402913,ENST00000402913.2,X,26686026,26687955,RPL7P58,HGNC Symbol
ENSG00000236683,ENSG00000236683.3,ENST00000415560,ENST00000415560.1,X,26748029,26749090,HMGA1P1,HGNC Symbol
ENSG00000252491,ENSG00000252491.1,ENST00000516682,ENST00000516682.1,X,26790142,26790286,RNU1-142P,HGNC Symbol
ENSG00000233807,ENSG00000233807.1,ENST00000452559,ENST00000452559.1,X,27218131,27218678,AMZ2P3,HGNC Symbol
ENSG00000235642,ENSG00000235642.1,ENST00000420305,ENST00000420305.1,X,27427777,27428231,PTP4A1P5,HGNC Symbol
ENSG00000224960,ENSG00000224960.5,ENST00000412172,ENST00000412172.4,X,27460207,27463341,PPP4R3C,HGNC Symbol
ENSG00000223391,ENSG00000223391.2,ENST00000424882,ENST00000424882.2,X,27517771,27517881,RDXP2,HGNC Symbol
ENSG00000238247,ENSG00000238247.2,ENST00000367074,ENST00000367074.4,X,27517884,27519759,RDXP3,HGNC Symbol
ENSG00000189186,ENSG00000189186.10,ENST00000578111,ENST00000578111.5,X,27590382,27748821,DCAF8L2,HGNC Symbol
ENSG00000177689,ENSG00000177689.10,ENST00000356790,ENST00000356790.2,X,27807990,27823014,MAGEB10,HGNC Symbol
ENSG00000233243,ENSG00000233243.1,ENST00000421897,ENST00000421897.1,X,27863893,27864349,VKORC1P1,HGNC Symbol
ENSG00000224589,ENSG00000224589.1,ENST00000449607,ENST00000449607.1,X,27893348,27894059,ORC1P1,HGNC Symbol
ENSG00000226372,ENSG00000226372.4,ENST00000441525,ENST00000441525.4,X,27977992,27981449,DCAF8L1,HGNC Symbol
ENSG00000277569,ENSG00000277569.1,ENST00000617606,ENST00000617606.1,X,28495555,28495663,MIR6134,HGNC Symbol
ENSG00000169306,ENSG00000169306.10,ENST00000378993,ENST00000378993.6,X,28587446,29956718,IL1RAPL1,HGNC Symbol
ENSG00000226436,ENSG00000226436.1,ENST00000416765,ENST00000416765.1,X,28659065,28659469,H3P43,HGNC Symbol
ENSG00000201356,ENSG00000201356.1,ENST00000364486,ENST00000364486.1,X,28982852,28982970,RNA5SP500,HGNC Symbol
ENSG00000264090,ENSG00000264090.1,ENST00000578142,ENST00000578142.1,X,29574278,29574358,MIR4666B,HGNC Symbol
ENSG00000227592,ENSG00000227592.1,ENST00000441918,ENST00000441918.1,X,30017160,30017881,PIGFP3,HGNC Symbol
ENSG00000099399,ENSG00000099399.6,ENST00000378988,ENST00000378988.5,X,30215563,30220089,MAGEB2,HGNC Symbol
ENSG00000198798,ENSG00000198798.6,ENST00000361644,ENST00000361644.4,X,30230657,30237495,MAGEB3,HGNC Symbol
ENSG00000120289,ENSG00000120289.12,ENST00000378982,ENST00000378982.4,X,30242000,30244187,MAGEB4,HGNC Symbol
ENSG00000214107,ENSG00000214107.9,ENST00000378981,ENST00000378981.8,X,30243715,30252040,MAGEB1,HGNC Symbol
ENSG00000276940,ENSG00000276940.1,ENST00000622094,ENST00000622094.1,X,30290047,30290351,PLCE1P1,HGNC Symbol
ENSG00000169297,ENSG00000169297.8,ENST00000378970,ENST00000378970.5,X,30304206,30309390,NR0B1,HGNC Symbol
ENSG00000120280,ENSG00000120280.6,ENST00000378962,ENST00000378962.4,X,30558809,30577766,TASL,HGNC Symbol
ENSG00000178556,ENSG00000178556.8,ENST00000424932,ENST00000424932.2,X,30617454,30617693,CKS1BP6,HGNC Symbol
ENSG00000232368,ENSG00000232368.1,ENST00000431458,ENST00000431458.1,X,30630298,30630825,FTLP2,HGNC Symbol
ENSG00000198814,ENSG00000198814.13,ENST00000378943,ENST00000378943.7,X,30653359,30731462,GK,HGNC Symbol
ENSG00000229331,ENSG00000229331.1,ENST00000441146,ENST00000441146.1,X,30671635,30672166,GK-IT1,HGNC Symbol
ENSG00000243055,ENSG00000243055.1,ENST00000464659,ENST00000464659.1,X,30699998,30724174,GK-AS1,HGNC Symbol
ENSG00000157625,ENSG00000157625.15,ENST00000378933,ENST00000378933.5,X,30827442,30975084,TAB3,HGNC Symbol
ENSG00000231542,ENSG00000231542.1,ENST00000428263,ENST00000428263.1,X,30834623,30835300,TAB3-AS1,HGNC Symbol
ENSG00000235512,ENSG00000235512.1,ENST00000445240,ENST00000445240.1,X,30854321,30854707,TAB3-AS2,HGNC Symbol
ENSG00000132446,ENSG00000132446.7,ENST00000359202,ENST00000359202.5,X,31071233,31072041,FTHL17,HGNC Symbol
ENSG00000198947,ENSG00000198947.18,ENST00000481143,ENST00000481143.2,X,31097677,33339609,DMD,HGNC Symbol
ENSG00000252903,ENSG00000252903.2,ENST00000517094,ENST00000517094.2,X,31348192,31348296,RNU6-894P,HGNC Symbol
ENSG00000222922,ENSG00000222922.1,ENST00000410990,ENST00000410990.1,X,32102065,32102176,RNA5SP501,HGNC Symbol
ENSG00000236285,ENSG00000236285.1,ENST00000458237,ENST00000458237.1,X,32205902,32206738,NPM1P8,HGNC Symbol
ENSG00000263600,ENSG00000263600.1,ENST00000578518,ENST00000578518.1,X,32583656,32583752,MIR3915,HGNC Symbol
ENSG00000221348,ENSG00000221348.1,ENST00000408421,ENST00000408421.1,X,32641474,32641559,MIR548F5,HGNC Symbol
ENSG00000236828,ENSG00000236828.1,ENST00000439592,ENST00000439592.1,X,32754940,32756400,DMD-AS3,HGNC Symbol
ENSG00000226781,ENSG00000226781.1,ENST00000436520,ENST00000436520.1,X,33041395,33041721,TBCAP1,HGNC Symbol
ENSG00000185448,ENSG00000185448.11,ENST00000346193,ENST00000346193.5,X,34129752,34132314,FAM47A,HGNC Symbol
ENSG00000185638,ENSG00000185638.9,ENST00000482930,ENST00000482930.1,X,34147036,34147586,FTH1P14,HGNC Symbol
ENSG00000236072,ENSG00000236072.1,ENST00000454146,ENST00000454146.1,X,34387722,34388464,SRSF2P1,HGNC Symbol
ENSG00000147027,ENSG00000147027.4,ENST00000275954,ENST00000275954.4,X,34627075,34657285,TMEM47,HGNC Symbol
ENSG00000189132,ENSG00000189132.6,ENST00000329357,ENST00000329357.6,X,34942796,34944915,FAM47B,HGNC Symbol
ENSG00000252411,ENSG00000252411.1,ENST00000516602,ENST00000516602.1,X,35594173,35594273,RNU6-1087P,HGNC Symbol
ENSG00000230227,ENSG00000230227.4,ENST00000479411,ENST00000479411.1,X,35626142,35627064,SIAH1P1,HGNC Symbol
ENSG00000233880,ENSG00000233880.1,ENST00000434731,ENST00000434731.1,X,35761499,35762479,NFYCP1,HGNC Symbol
ENSG00000189023,ENSG00000189023.10,ENST00000399988,ENST00000399988.5,X,35798342,35803735,MAGEB16,HGNC Symbol
ENSG00000165164,ENSG00000165164.14,ENST00000297866,ENST00000297866.9,X,35919734,36385317,CFAP47,HGNC Symbol
ENSG00000206733,ENSG00000206733.1,ENST00000384006,ENST00000384006.1,X,36021939,36022045,RNU6-641P,HGNC Symbol
ENSG00000229384,ENSG00000229384.2,ENST00000447155,ENST00000447155.1,X,36211096,36211635,HMGB1P16,HGNC Symbol
ENSG00000233921,ENSG00000233921.2,ENST00000419621,ENST00000419621.2,X,36374793,36375183,RPS15AP40,HGNC Symbol
ENSG00000249467,ENSG00000249467.1,ENST00000508758,ENST00000508758.1,X,36719918,36720221,H2AL1QP,HGNC Symbol
ENSG00000223723,ENSG00000223723.1,ENST00000453595,ENST00000453595.1,X,36962196,36963425,TFDP1P2,HGNC Symbol
ENSG00000198173,ENSG00000198173.5,ENST00000358047,ENST00000358047.5,X,37008366,37011664,FAM47C,HGNC Symbol
ENSG00000243048,ENSG00000243048.3,ENST00000412071,ENST00000412071.1,X,37043023,37043571,FTHL18,HGNC Symbol
ENSG00000233810,ENSG00000233810.1,ENST00000446060,ENST00000446060.1,X,37291168,37292227,MOB1AP2,HGNC Symbol
ENSG00000130962,ENSG00000130962.18,ENST00000378628,ENST00000378628.9,X,37349309,37457292,PRRG1,HGNC Symbol
ENSG00000219186,ENSG00000219186.2,ENST00000402402,ENST00000402402.2,X,37492021,37492548,FTH1P19,HGNC Symbol
ENSG00000234355,ENSG00000234355.3,ENST00000449509,ENST00000449509.1,X,37505310,37505860,FTH1P27,HGNC Symbol
ENSG00000174678,ENSG00000174678.9,ENST00000402340,ENST00000402340.2,X,37541077,37545262,FAM47DP,HGNC Symbol
ENSG00000147036,ENSG00000147036.12,ENST00000378621,ENST00000378621.7,X,37571569,37684463,LANCL3,HGNC Symbol
ENSG00000047597,ENSG00000047597.7,ENST00000378616,ENST00000378616.5,X,37685791,37732130,XK,HGNC Symbol
ENSG00000285944,ENSG00000285944.2,ENST00000649891,ENST00000649891.2,X,37700005,37700277,H2AL1SP,HGNC Symbol
ENSG00000165168,ENSG00000165168.8,ENST00000378588,ENST00000378588.5,X,37780059,37813461,CYBB,HGNC Symbol
ENSG00000165169,ENSG00000165169.11,ENST00000378581,ENST00000378581.7,X,37836757,37847571,DYNLT3,HGNC Symbol
ENSG00000206983,ENSG00000206983.1,ENST00000384256,ENST00000384256.1,X,37870109,37870215,RNU6-49P,HGNC Symbol
ENSG00000224339,ENSG00000224339.1,ENST00000428051,ENST00000428051.1,X,37945884,37946775,SC4MOP,HGNC Symbol
ENSG00000187516,ENSG00000187516.7,ENST00000341016,ENST00000341016.5,X,37990779,37991314,H2AP,HGNC Symbol
ENSG00000229674,ENSG00000229674.2,ENST00000448797,ENST00000448797.2,X,37994252,37994918,H2AL1RP,HGNC Symbol
ENSG00000147041,ENSG00000147041.12,ENST00000297875,ENST00000297875.7,X,38006553,38128819,SYTL5,HGNC Symbol
ENSG00000221466,ENSG00000221466.2,ENST00000408539,ENST00000408539.2,X,38023895,38023986,MIR548AJ2,HGNC Symbol
ENSG00000101955,ENSG00000101955.15,ENST00000378533,ENST00000378533.4,X,38149336,38220924,SRPX,HGNC Symbol
ENSG00000156313,ENSG00000156313.15,ENST00000642395,ENST00000642395.2,X,38269163,38327544,RPGR,HGNC Symbol
ENSG00000036473,ENSG00000036473.8,ENST00000039007,ENST00000039007.5,X,38352586,38421446,OTC,HGNC Symbol
ENSG00000227988,ENSG00000227988.1,ENST00000445734,ENST00000445734.1,X,38395369,38395895,TDGF1P1,HGNC Symbol
ENSG00000232370,ENSG00000232370.1,ENST00000317902,ENST00000317902.7,X,38479215,38479913,BAG1P1,HGNC Symbol
ENSG00000229735,ENSG00000229735.1,ENST00000446400,ENST00000446400.1,X,38484752,38485264,FTLP16,HGNC Symbol
ENSG00000233007,ENSG00000233007.1,ENST00000428234,ENST00000428234.1,X,38531923,38534174,UBTFL11,HGNC Symbol
ENSG00000156298,ENSG00000156298.13,ENST00000378482,ENST00000378482.7,X,38561542,38688920,TSPAN7,HGNC Symbol
ENSG00000238606,ENSG00000238606.1,ENST00000458919,ENST00000458919.1,X,38608215,38608276,RNU7-7P,HGNC Symbol
ENSG00000165175,ENSG00000165175.16,ENST00000614558,ENST00000614558.2,X,38801432,38806537,MID1IP1,HGNC Symbol
ENSG00000238123,ENSG00000238123.1,ENST00000436893,ENST00000436893.1,X,38801568,38803883,MID1IP1-AS1,HGNC Symbol
ENSG00000207122,ENSG00000207122.1,ENST00000384394,ENST00000384394.1,X,39081180,39081285,RNU6-591P,HGNC Symbol
ENSG00000235304,ENSG00000235304.2,ENST00000448597,ENST00000448597.1,X,39304956,39327362,LINC01281,HGNC Symbol
ENSG00000236747,ENSG00000236747.3,ENST00000431646,ENST00000431646.1,X,39367285,39391807,LINC01282,HGNC Symbol
ENSG00000234191,ENSG00000234191.1,ENST00000438867,ENST00000438867.1,X,39401252,39434824,LINC01283,HGNC Symbol
ENSG00000263730,ENSG00000263730.1,ENST00000580135,ENST00000580135.1,X,39661216,39661321,MIR3937,HGNC Symbol
ENSG00000264618,ENSG00000264618.2,ENST00000581157,ENST00000581157.2,X,39786524,39786823,RN7SL732P,HGNC Symbol
ENSG00000228232,ENSG00000228232.1,ENST00000452570,ENST00000452570.1,X,39787132,39788136,GAPDHP1,HGNC Symbol
ENSG00000270759,ENSG00000270759.1,ENST00000603131,ENST00000603131.1,X,39791580,39791904,OOEPP1,HGNC Symbol
ENSG00000263972,ENSG00000263972.1,ENST00000583319,ENST00000583319.1,X,39837561,39837613,MIR1587,HGNC Symbol
ENSG00000214047,ENSG00000214047.4,ENST00000442125,ENST00000442125.2,X,39865424,39865888,RPS11P7,HGNC Symbol
ENSG00000183337,ENSG00000183337.18,ENST00000378463,ENST00000378463.5,X,40049815,40177329,BCOR,HGNC Symbol
ENSG00000214045,ENSG00000214045.3,ENST00000418838,ENST00000418838.1,X,40359183,40360726,IMPDH1P2,HGNC Symbol
ENSG00000238730,ENSG00000238730.1,ENST00000459221,ENST00000459221.1,X,40535502,40535563,RNU7-164P,HGNC Symbol
ENSG00000182220,ENSG00000182220.15,ENST00000436783,ENST00000436783.6,X,40579372,40606848,ATP6AP2,HGNC Symbol
ENSG00000238205,ENSG00000238205.4,ENST00000423387,ENST00000423387.4,X,40623428,40624136,MPC1L,HGNC Symbol
ENSG00000185753,ENSG00000185753.13,ENST00000378426,ENST00000378426.5,X,40626921,40647561,CXorf38,HGNC Symbol
ENSG00000180182,ENSG00000180182.11,ENST00000324817,ENST00000324817.6,X,40648305,40735858,MED14,HGNC Symbol
ENSG00000234636,ENSG00000234636.2,ENST00000456333,ENST00000456333.2,X,40735400,40738701,MED14OS,HGNC Symbol
ENSG00000270791,ENSG00000270791.1,ENST00000603022,ENST00000603022.1,X,40758483,40759050,DPRXP6,HGNC Symbol
ENSG00000214031,ENSG00000214031.2,ENST00000416158,ENST00000416158.1,X,40760104,40761270,CLDN7P1,HGNC Symbol
ENSG00000237661,ENSG00000237661.1,ENST00000424288,ENST00000424288.1,X,40831844,40832562,TNIP2P1,HGNC Symbol
ENSG00000238222,ENSG00000238222.3,ENST00000444706,ENST00000444706.2,X,40834485,40836005,MKRN4P,HGNC Symbol
ENSG00000232801,ENSG00000232801.1,ENST00000419629,ENST00000419629.1,X,40890647,40891537,SDCBPP3,HGNC Symbol
ENSG00000189145,ENSG00000189145.7,ENST00000342691,ENST00000342691.5,X,40907987,40908391,RPL32P36,HGNC Symbol
ENSG00000216866,ENSG00000216866.5,ENST00000397318,ENST00000397318.4,X,40934982,40935864,RPS2P55,HGNC Symbol
ENSG00000237931,ENSG00000237931.1,ENST00000422221,ENST00000422221.1,X,41076999,41077750,CLIC4P3,HGNC Symbol
ENSG00000124486,ENSG00000124486.14,ENST00000324545,ENST00000324545.9,X,41085445,41236579,USP9X,HGNC Symbol
ENSG00000223714,ENSG00000223714.1,ENST00000452501,ENST00000452501.1,X,41275739,41276778,LINC02601,HGNC Symbol
ENSG00000199564,ENSG00000199564.1,ENST00000362694,ENST00000362694.1,X,41292798,41292916,RNA5SP502,HGNC Symbol
ENSG00000226641,ENSG00000226641.1,ENST00000395664,ENST00000395664.2,X,41322601,41323111,SHISA5P1,HGNC Symbol
ENSG00000215301,ENSG00000215301.11,ENST00000644876,ENST00000644876.2,X,41333348,41364472,DDX3X,HGNC Symbol
ENSG00000264573,ENSG00000264573.2,ENST00000582825,ENST00000582825.2,X,41345576,41345876,RN7SL15P,HGNC Symbol
ENSG00000188937,ENSG00000188937.6,ENST00000378220,ENST00000378220.2,X,41447343,41475710,NYX,HGNC Symbol
ENSG00000225238,ENSG00000225238.1,ENST00000451718,ENST00000451718.1,X,41472264,41472653,GEMIN7P1,HGNC Symbol
ENSG00000147044,ENSG00000147044.23,ENST00000421587,ENST00000421587.8,X,41514934,41923554,CASK,HGNC Symbol
ENSG00000233033,ENSG00000233033.1,ENST00000451126,ENST00000451126.1,X,41520036,41522336,CASK-AS1,HGNC Symbol
ENSG00000212207,ENSG00000212207.1,ENST00000390905,ENST00000390905.1,X,41570923,41571029,RNU6-1321P,HGNC Symbol
ENSG00000217624,ENSG00000217624.2,ENST00000405276,ENST00000405276.2,X,41675760,41676494,YWHAZP10,HGNC Symbol
ENSG00000242559,ENSG00000242559.3,ENST00000475761,ENST00000475761.3,X,41683168,41683462,RN7SL144P,HGNC Symbol
ENSG00000171659,ENSG00000171659.15,ENST00000378142,ENST00000378142.9,X,41688973,41697275,GPR34,HGNC Symbol
ENSG00000171657,ENSG00000171657.6,ENST00000302548,ENST00000302548.5,X,41724181,41730130,GPR82,HGNC Symbol
ENSG00000229822,ENSG00000229822.2,ENST00000451332,ENST00000451332.2,X,41748222,41748608,RPS15AP39,HGNC Symbol
ENSG00000251807,ENSG00000251807.1,ENST00000515998,ENST00000515998.1,X,41919254,41919349,RNU6-202P,HGNC Symbol
ENSG00000228847,ENSG00000228847.1,ENST00000442175,ENST00000442175.1,X,42098754,42099173,ATP5MC2P4,HGNC Symbol
ENSG00000212560,ENSG00000212560.1,ENST00000391258,ENST00000391258.1,X,42139425,42139530,RNU6-630P,HGNC Symbol
ENSG00000206896,ENSG00000206896.1,ENST00000384169,ENST00000384169.1,X,42174279,42174385,RNU6-1124P,HGNC Symbol
ENSG00000102055,ENSG00000102055.7,ENST00000378131,ENST00000378131.4,X,42777366,42778163,PPP1R2C,HGNC Symbol
ENSG00000270280,ENSG00000270280.1,ENST00000605596,ENST00000605596.1,X,43000174,43000396,SMIM15P1,HGNC Symbol
ENSG00000224294,ENSG00000224294.1,ENST00000440955,ENST00000440955.1,X,43176994,43226598,PINCR,HGNC Symbol
ENSG00000237206,ENSG00000237206.1,ENST00000445028,ENST00000445028.1,X,43278125,43279658,IMPDH1P4,HGNC Symbol
ENSG00000231750,ENSG00000231750.3,ENST00000453325,ENST00000453325.2,X,43407665,43408559,NANOGP10,HGNC Symbol
ENSG00000189221,ENSG00000189221.10,ENST00000338702,ENST00000338702.4,X,43654907,43746824,MAOA,HGNC Symbol
ENSG00000069535,ENSG00000069535.14,ENST00000378069,ENST00000378069.5,X,43766610,43882450,MAOB,HGNC Symbol
ENSG00000124479,ENSG00000124479.11,ENST00000642620,ENST00000642620.1,X,43948776,43973395,NDP,HGNC Symbol
ENSG00000236276,ENSG00000236276.2,ENST00000435093,ENST00000435093.1,X,43949732,43971582,NDP-AS1,HGNC Symbol
ENSG00000214019,ENSG00000214019.2,ENST00000397254,ENST00000397254.2,X,44029332,44030921,RBM39P1,HGNC Symbol
ENSG00000183690,ENSG00000183690.13,ENST00000343571,ENST00000343571.3,X,44147872,44343672,EFHC2,HGNC Symbol
ENSG00000198414,ENSG00000198414.5,ENST00000443767,ENST00000443767.1,X,44283916,44286246,TATDN2P1,HGNC Symbol
ENSG00000214018,ENSG00000214018.3,ENST00000426279,ENST00000426279.1,X,44309314,44310476,RRM2P3,HGNC Symbol
ENSG00000215035,ENSG00000215035.2,ENST00000399474,ENST00000399474.2,X,44476027,44477422,FDPSP5,HGNC Symbol
ENSG00000069509,ENSG00000069509.6,ENST00000378045,ENST00000378045.5,X,44523639,44542859,FUNDC1,HGNC Symbol
ENSG00000233543,ENSG00000233543.1,ENST00000414660,ENST00000414660.1,X,44633692,44635232,CHTF8P1,HGNC Symbol
ENSG00000229168,ENSG00000229168.4,ENST00000415648,ENST00000415648.2,X,44649129,44649719,RPL19P20,HGNC Symbol
ENSG00000214016,ENSG00000214016.3,ENST00000412542,ENST00000412542.1,X,44741087,44741964,RPSAP61,HGNC Symbol
ENSG00000242065,ENSG00000242065.3,ENST00000487916,ENST00000487916.3,X,44772773,44773061,RN7SL291P,HGNC Symbol
ENSG00000189037,ENSG00000189037.8,ENST00000339042,ENST00000339042.6,X,44844021,44844888,DUSP21,HGNC Symbol
ENSG00000147050,ENSG00000147050.17,ENST00000676062,ENST00000676062.1,X,44873188,45112779,KDM6A,HGNC Symbol
ENSG00000147113,ENSG00000147113.17,ENST00000398000,ENST00000398000.7,X,45148373,45200901,DIPK2B,HGNC Symbol
ENSG00000237782,ENSG00000237782.3,ENST00000422979,ENST00000422979.1,X,45381527,45381995,PLLPP1,HGNC Symbol
ENSG00000229563,ENSG00000229563.7,ENST00000435394,ENST00000435394.5,X,45505388,45632121,LINC01204,HGNC Symbol
ENSG00000214282,ENSG00000214282.3,ENST00000414254,ENST00000414254.1,X,45632292,45633733,KRT8P14,HGNC Symbol
ENSG00000204915,ENSG00000204915.3,ENST00000377927,ENST00000377927.3,X,45730752,45731688,MFFP3,HGNC Symbol
ENSG00000270069,ENSG00000270069.1,ENST00000602461,ENST00000602461.1,X,45745211,45770274,MIR222HG,HGNC Symbol
ENSG00000207870,ENSG00000207870.1,ENST00000385135,ENST00000385135.1,X,45746157,45746266,MIR221,HGNC Symbol
ENSG00000207725,ENSG00000207725.3,ENST00000384992,ENST00000384992.3,X,45747015,45747124,MIR222,HGNC Symbol
ENSG00000231566,ENSG00000231566.2,ENST00000456532,ENST00000456532.2,X,45847042,45851541,LINC02595,HGNC Symbol
ENSG00000215286,ENSG00000215286.3,ENST00000447169,ENST00000447169.1,X,45913118,45913871,SRSF6P1,HGNC Symbol
ENSG00000224701,ENSG00000224701.1,ENST00000433137,ENST00000433137.1,X,45951762,45952333,MED28P4,HGNC Symbol
ENSG00000213100,ENSG00000213100.2,ENST00000392293,ENST00000392293.2,X,45983365,45984364,KRT18P68,HGNC Symbol
ENSG00000214009,ENSG00000214009.2,ENST00000397222,ENST00000397222.2,X,46058751,46059528,PCNAP3,HGNC Symbol
ENSG00000236751,ENSG00000236751.2,ENST00000670979,ENST00000670979.1,X,46256759,46327680,LINC01186,HGNC Symbol
ENSG00000229145,ENSG00000229145.1,ENST00000417985,ENST00000417985.1,X,46288016,46289128,ACTBP1,HGNC Symbol
ENSG00000231235,ENSG00000231235.1,ENST00000373465,ENST00000373465.2,X,46418450,46420079,CTNNBL1P1,HGNC Symbol
ENSG00000235587,ENSG00000235587.2,ENST00000425487,ENST00000425487.2,X,46439709,46440714,GAPDHP65,HGNC Symbol
