,TCGA-P8-A5KC-11,TCGA-EJ-7328-11,TCGA-CV-7261-11,TCGA-CU-A0YN-11,TCGA-44-2668-11,TCGA-51-4080-11,TCGA-55-6980-11,TCGA-CV-6939-11,TCGA-IC-A6RE-11,TCGA-B2-5641-11,TCGA-B0-4700-11,TCGA-BT-A2LA-11,TCGA-HC-7742-11,TCGA-CV-6935-11,TCGA-CV-6959-11,TCGA-B0-5711-11,TCGA-HU-A4GN-11,TCGA-CV-7097-11,TCGA-L5-A4OO-11,TCGA-49-6742-11,TCGA-G9-6342-11,TCGA-BR-6453-11,TCGA-CJ-5689-11,TCGA-HC-7747-11,TCGA-22-5471-11,TCGA-DD-A3A1-11,TCGA-HC-7752-11,TCGA-HC-7745-11,TCGA-BQ-5894-11,TCGA-44-6148-11,TCGA-DZ-6134-11,TCGA-44-2662-11,TCGA-22-4609-11,TCGA-50-5936-11,TCGA-DD-A1EH-11,TCGA-33-6737-11,TCGA-AA-3525-11,TCGA-DD-A3A8-11,TCGA-HC-7740-11,TCGA-90-7767-11,TCGA-22-4593-11,TCGA-YB-A89D-11,TCGA-CW-5585-11,TCGA-39-5040-11,TCGA-BC-A10W-11,TCGA-BL-A13J-11,TCGA-51-4081-11,TCGA-SQ-A6I4-11,TCGA-DD-A11A-11,TCGA-CH-5767-11,TCGA-HU-8238-11,TCGA-DD-A1EG-11,TCGA-EJ-7785-11,TCGA-DD-A11C-11,TCGA-BR-6802-11,TCGA-55-6975-11,TCGA-CJ-6030-11,TCGA-CZ-5987-11,TCGA-WA-A7GZ-11,TCGA-EJ-7125-11,TCGA-G9-6365-11,TCGA-CH-5761-11,TCGA-CV-7091-11,TCGA-CZ-5453-11,TCGA-56-8201-11,TCGA-56-8083-11,TCGA-HU-A4G3-11,TCGA-EJ-7784-11,TCGA-B0-5703-11,TCGA-HC-7738-11,TCGA-EL-A3TA-11,TCGA-EL-A3T8-11,TCGA-GC-A3BM-11,TCGA-W5-AA2X-11,TCGA-CZ-5989-11,TCGA-AA-3697-11,TCGA-CV-6936-11,TCGA-V5-AASX-11,TCGA-KN-8428-11,TCGA-50-5932-11,TCGA-AF-3400-11,TCGA-HV-A5A3-11,TCGA-FP-7829-11,TCGA-DD-A39V-11,TCGA-B0-5697-11,TCGA-FP-7735-11,TCGA-CZ-5986-11,TCGA-EL-A3ZM-11,TCGA-77-7337-11,TCGA-CV-6956-11,TCGA-43-5670-11,TCGA-EJ-7782-11,TCGA-58-8386-11,TCGA-BR-6454-11,TCGA-EJ-7786-11,TCGA-CV-6933-11,TCGA-IN-7806-11,TCGA-EJ-7317-11,TCGA-ET-A2MX-11,TCGA-KN-8427-11,TCGA-43-6771-11,TCGA-DD-A119-11,TCGA-CW-6090-11,TCGA-73-4676-11,TCGA-AA-3522-11,TCGA-BC-A10U-11,TCGA-CZ-5455-11,TCGA-GN-A4U8-11,TCGA-EP-A12J-11,TCGA-BQ-7044-11,TCGA-EJ-7797-11,TCGA-56-7730-11,TCGA-P4-A5E8-11,TCGA-CZ-5454-11,TCGA-50-5930-11,TCGA-CV-6962-11,TCGA-77-8007-11,TCGA-77-7338-11,TCGA-CV-7101-11,TCGA-22-5483-11,TCGA-90-6837-11,TCGA-CV-6943-11,TCGA-CV-7424-11,TCGA-BQ-7051-11,TCGA-38-4632-11,TCGA-P4-A5ED-11,TCGA-EL-A3ZT-11,TCGA-KN-8426-11,TCGA-CV-7437-11,TCGA-KN-8430-11,TCGA-BQ-7045-11,TCGA-22-5491-11,TCGA-FV-A2QR-11,TCGA-55-6983-11,TCGA-G9-6362-11,TCGA-CZ-5452-11,TCGA-CZ-5457-11,TCGA-G9-6348-11,TCGA-43-3394-11,TCGA-CV-7235-11,TCGA-HU-A4GH-11,TCGA-55-6972-11,TCGA-AA-3712-11,TCGA-BT-A20Q-11,TCGA-91-6828-11,TCGA-HC-7737-11,TCGA-CG-5734-11,TCGA-EJ-7781-11,TCGA-BJ-A290-11,TCGA-22-5472-11,TCGA-BR-7717-11,TCGA-G9-6351-11,TCGA-43-6143-11,TCGA-BR-7851-11,TCGA-AH-6643-11,TCGA-G9-6384-11,TCGA-EJ-A8FO-11,TCGA-CZ-4864-11,TCGA-HC-7819-11,TCGA-CV-7245-11,TCGA-ZU-A8S4-11,TCGA-A6-5659-11,TCGA-IN-8462-11,TCGA-CV-7432-11,TCGA-CZ-5468-11,TCGA-43-6773-11,TCGA-BR-6457-11,TCGA-GL-A59R-11,TCGA-HC-8262-11,TCGA-BR-7703-11,TCGA-A6-2682-11,TCGA-56-8623-11,TCGA-CV-7440-11,TCGA-BD-A2L6-11,TCGA-B0-5402-11,TCGA-CZ-5463-11,TCGA-CW-6088-11,TCGA-CZ-5469-11,TCGA-DZ-6131-11,TCGA-56-7222-11,TCGA-A3-3387-11,TCGA-55-6968-11,TCGA-EP-A3RK-11,TCGA-L5-A43C-11,TCGA-34-7107-11,TCGA-BQ-5877-11,TCGA-CV-6960-11,TCGA-CZ-5456-11,TCGA-W5-AA30-11,TCGA-KN-8419-11,TCGA-DD-A1EL-11,TCGA-BC-A10T-11,TCGA-CV-6938-11,TCGA-HU-A4GC-11,TCGA-HC-8258-11,TCGA-CZ-5451-11,TCGA-K1-A3PO-11,TCGA-CU-A0YR-11,TCGA-KL-8339-11,TCGA-BR-7715-11,TCGA-BQ-7059-11,TCGA-KN-8436-11,TCGA-CV-7183-11,TCGA-CV-7434-11,TCGA-B9-4115-11,TCGA-CV-7406-11,TCGA-BC-A10Y-11,TCGA-CW-5581-11,TCGA-H2-A2K9-11,TCGA-BQ-5890-11,TCGA-EJ-7783-11,TCGA-W5-AA2Q-11,TCGA-HC-7211-11,TCGA-G3-A3CH-11,TCGA-J4-A83J-11,TCGA-AA-3713-11,TCGA-44-6778-11,TCGA-BJ-A3PU-11,TCGA-DD-A114-11,TCGA-HC-8259-11,TCGA-GL-6846-11,TCGA-L5-A4OR-11,TCGA-DD-A11B-11,TCGA-CG-5720-11,TCGA-22-5489-11,TCGA-EL-A3ZP-11,TCGA-B0-5699-11,TCGA-KN-8425-11,TCGA-44-6146-11,TCGA-H7-A6C5-11,TCGA-W5-AA31-11,TCGA-HC-8260-11,TCGA-CZ-5984-11,TCGA-CV-7423-11,TCGA-22-5482-11,TCGA-ES-A2HT-11,TCGA-CW-5591-11,TCGA-DD-A3A3-11,TCGA-EJ-7327-11,TCGA-CJ-5676-11,TCGA-B8-4622-11,TCGA-B2-5636-11,TCGA-EL-A3H2-11,TCGA-BQ-5882-11,TCGA-ET-A3DW-11,TCGA-EL-A3ZG-11,TCGA-HD-A6I0-11,TCGA-IN-AB1V-11,TCGA-CZ-5458-11,TCGA-B0-5706-11,TCGA-EJ-7789-11,TCGA-EJ-7794-11,TCGA-Y8-A8RY-11,TCGA-DD-A116-11,TCGA-56-7582-11,TCGA-K4-A54R-11,TCGA-91-6831-11,TCGA-AA-3663-11,TCGA-EP-A26S-11,TCGA-CV-7250-11,TCGA-AA-3489-11,TCGA-CH-5768-11,TCGA-CZ-5985-11,TCGA-CJ-5672-11,TCGA-56-7580-11,TCGA-CW-6087-11,TCGA-EJ-7330-11,TCGA-60-2709-11,TCGA-KL-8332-11,TCGA-AA-3517-11,TCGA-CZ-5988-11,TCGA-DD-A3A4-11,TCGA-AZ-6601-11,TCGA-G9-6333-11,TCGA-EJ-7314-11,TCGA-IN-8663-11,TCGA-CZ-5461-11,TCGA-EJ-7315-11,TCGA-B0-5701-11,TCGA-EM-A1CT-11,TCGA-AG-3731-11,TCGA-CJ-5678-11,TCGA-CJ-5679-11,TCGA-GL-A9DE-11,TCGA-B0-5696-11,TCGA-IP-7968-11,TCGA-BQ-7046-11,TCGA-BJ-A2NA-11,TCGA-AZ-6599-11,TCGA-B0-5694-11,TCGA-CW-5584-11,TCGA-56-8309-11,TCGA-L5-A4OF-11,TCGA-KN-8435-11,TCGA-EJ-7321-11,TCGA-50-5939-11,TCGA-55-6978-11,TCGA-DD-A1EI-11,TCGA-G9-6363-11,TCGA-77-7138-11,TCGA-EJ-7793-11,TCGA-AA-3511-11,TCGA-CH-5769-11,TCGA-EM-A1CU-11,TCGA-A6-2675-11,TCGA-CV-7103-11,TCGA-EJ-7123-11,TCGA-A6-5662-11,TCGA-AZ-6605-11,TCGA-A4-A57E-11,TCGA-AA-3655-11,TCGA-BT-A20N-11,TCGA-B0-4712-11,TCGA-EJ-7331-11,TCGA-FV-A3R2-11,TCGA-55-6969-11,TCGA-EL-A3MY-11,TCGA-50-5933-11,TCGA-EJ-7115-11,TCGA-CZ-5466-11,TCGA-KL-8326-11,TCGA-77-8008-11,TCGA-BQ-5887-11,TCGA-HU-A4HB-11,TCGA-B8-5549-11,TCGA-G9-6356-11,TCGA-22-5478-11,TCGA-CV-6961-11,TCGA-CW-5589-11,TCGA-44-6144-11,TCGA-W5-AA2I-11,TCGA-A6-2671-11,TCGA-GD-A3OQ-11,TCGA-F4-6704-11,TCGA-CZ-5462-11,TCGA-49-6745-11,TCGA-L5-A4OQ-11,TCGA-DD-A1EE-11,TCGA-G9-6496-11,TCGA-KN-8423-11,TCGA-91-6829-11,TCGA-BH-A0DD-11,TCGA-BT-A20W-11,TCGA-V5-A7RE-11,TCGA-G9-6499-11,TCGA-AZ-6600-11,TCGA-EJ-7792-11,TCGA-DZ-6132-11,TCGA-B8-4619-11,TCGA-BQ-7055-11
KCND1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTMR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBM41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYLC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSC22D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNASE1L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOSPD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKTL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAB9B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FHL1,-2.790607456228805,1.546392543771195,-4.4834074562288055,1.9772925437711943,-0.9137074562288048,-0.3302074562288052,0.0647925437711948,3.007292543771196,-2.987607456228805,-2.5008074562288054,-3.021907456228805,-3.474007456228805,-0.5593074562288057,-4.655107456228806,1.657692543771195,-2.3176074562288047,2.027292543771195,2.6167925437711945,1.046792543771194,-1.473407456228805,-0.2414074562288046,-1.2503074562288057,-1.0036074562288049,-1.3534074562288052,-0.3283074562288049,-5.626407456228805,-0.2499074562288055,0.4601925437711951,-3.260707456228805,0.5613925437711953,-3.012707456228805,0.2231925437711946,-0.4505074562288053,0.0219925437711947,-4.923307456228805,1.0457925437711946,-3.421407456228806,-5.539707456228806,-1.1021074562288056,0.1831925437711939,-0.8188074562288051,-1.3335074562288054,-2.8053074562288054,-0.483407456228805,-4.687407456228805,2.3705925437711945,-1.3627074562288055,-2.8019074562288053,-4.181307456228805,-1.159107456228805,-3.569607456228806,-4.941707456228805,1.0102925437711954,-4.038707456228805,-2.120807456228805,-0.6189074562288054,-2.217707456228805,-1.0195074562288051,3.328092543771194,-0.5190074562288056,-1.1230074562288055,-1.2955074562288047,3.8904925437711935,-1.9426074562288047,-0.3304074562288054,0.1419925437711943,1.9481925437711949,0.2431925437711942,-1.6581074562288054,-0.2329074562288051,1.158792543771194,0.3352925437711947,-0.9515074562288056,-4.448707456228806,-2.125007456228805,-1.707907456228805,-0.1842074562288051,-4.934307456228805,-1.1372074562288057,0.6322925437711954,-3.0572074562288054,-3.9170074562288058,3.0703925437711943,-4.834607456228805,-3.0881074562288053,2.2418925437711943,-2.3465074562288053,1.113092543771194,0.4093925437711944,0.5658925437711939,0.1363925437711947,-0.3388074562288054,-1.0687074562288053,0.3523925437711941,0.4569925437711952,-5.5882074562288055,-1.390707456228805,0.110292543771195,0.6043925437711948,-2.3080074562288053,-0.2873074562288054,-5.006207456228806,-3.060707456228805,-0.760407456228805,-2.7126074562288056,-3.5350074562288056,-1.9559074562288048,-5.047507456228805,-5.348107456228806,-2.611107456228805,0.9503925437711948,-0.6397074562288059,-0.9275074562288056,-2.287507456228805,-0.2411074562288059,-3.5197074562288058,-1.6486074562288051,0.2968925437711956,-5.170307456228805,-0.6507074562288049,-0.0292074562288055,-1.9375074562288053,-1.5941074562288056,-2.230707456228805,-1.999407456228805,-1.061107456228805,0.5397925437711945,-1.213907456228805,-5.4819074562288055,-2.992407456228805,-1.7634074562288051,-0.5201074562288055,-3.486107456228805,-1.1957074562288048,-1.5558074562288051,-2.1316074562288048,-2.4818074562288053,0.6512925437711959,-0.1194074562288049,-2.793607456228805,1.9094925437711945,0.0352925437711951,-2.370607456228805,2.847492543771195,-0.2362074562288055,-0.9209074562288048,-1.974307456228806,1.5297925437711946,0.9067925437711952,0.5461925437711954,-0.4250074562288052,-0.8448074562288056,-1.0438074562288056,-2.500407456228805,-0.1833074562288055,0.4015925437711949,1.2278925437711945,-2.2958074562288053,-0.3327074562288053,3.470992543771195,-4.607307456228805,-2.0605074562288057,-2.3631074562288057,-4.342107456228805,-2.5590074562288057,-0.0313074562288052,-1.4838074562288048,-2.3526074562288053,-1.3553074562288052,-2.821007456228805,-2.994307456228805,-0.171207456228805,-0.4350074562288049,-3.682107456228805,-1.2961074562288053,-1.7595074562288051,-2.675507456228805,-2.095407456228805,-3.623607456228805,-1.2902074562288046,-3.274007456228805,-1.8529074562288053,-4.687407456228805,-4.414907456228805,-1.4132074562288053,-3.4494074562288053,-3.9918074562288055,-2.4367074562288056,-3.986107456228806,-1.625207456228805,-4.802207456228806,-3.301107456228805,-2.511807456228805,2.2269925437711957,-1.5293074562288056,-2.694507456228805,1.1474925437711958,1.4436925437711945,-2.4524074562288054,-1.794007456228805,-2.2935074562288054,-2.2569074562288054,-5.690407456228805,-2.713407456228805,-2.953107456228806,3.3030925437711955,-3.798107456228805,-3.1623074562288056,0.8285925437711946,-1.9239074562288048,2.7024925437711955,-3.809107456228806,-2.5797074562288054,-4.490107456228806,-0.1942074562288057,-0.6305074562288048,-0.1842074562288051,1.1754925437711945,-5.015907456228805,0.312792543771194,-3.289307456228805,-4.246207456228806,-4.923307456228805,-2.737407456228805,-0.858307456228805,0.8537925437711943,-2.475707456228805,-2.865607456228805,0.5407925437711957,-4.921507456228806,-4.269307456228805,-0.1866074562288056,-2.2799074562288046,-1.0220074562288055,0.8006925437711955,-5.025707456228806,0.9340925437711955,-3.438907456228806,-1.6804074562288052,-2.4025074562288053,-1.7838074562288055,-2.1224074562288053,1.312292543771195,-3.3197074562288056,1.3395925437711953,0.5261925437711942,-1.3987074562288055,-0.2512074562288054,-1.8070074562288057,-2.2920074562288053,0.2089925437711944,0.1993925437711952,-2.661007456228805,-5.335907456228806,-0.322907456228805,-0.7435074562288052,9.254377119413432e-05,0.0181925437711946,-4.720407456228806,2.386492543771195,0.4913925437711952,-1.1383074562288054,-2.951207456228805,-2.2057074562288057,-0.070207456228805,-3.4194074562288046,0.6611925437711954,-0.2098074562288046,-2.9414074562288057,-2.799807456228806,-2.962007456228805,-3.323907456228806,-0.4008074562288056,-0.0983074562288055,0.5996925437711951,-2.449107456228805,-1.4877074562288055,0.717192543771195,-0.777507456228805,1.125292543771194,-0.3559074562288055,-2.696907456228806,-1.497107456228805,-2.660607456228805,-2.8227074562288057,-1.5029074562288058,-2.8833074562288057,0.3780925437711943,-2.059207456228805,-1.514707456228806,-2.7329074562288054,-0.0140074562288057,-2.837307456228805,-2.278707456228805,-0.2675074562288053,0.2324925437711946,-0.1329074562288053,-4.4434074562288055,-0.7561074562288052,-0.0166074562288048,0.5019925437711954,-2.741007456228805,-1.5362074562288053,0.8972925437711943,1.0367925437711942,-0.949007456228805,2.875792543771195,0.5264925437711949,1.3145925437711952,-2.380907456228805,-0.8048074562288055,2.877092543771195,-3.112407456228805,0.9412925437711948,-4.573907456228805,-0.8165074562288049,0.8342925437711954,0.0676925437711949,-0.2670074562288054,-1.6437074562288054,-2.347407456228806,-0.2065074562288052,-1.494007456228805,2.073292543771194,-1.8281074562288055,-5.170307456228805,-0.4637074562288055,-1.9599074562288057,-2.496407456228805,-0.8048074562288055,-5.232407456228805,-0.9954074562288052,0.6060925437711944,-0.1691074562288054,-2.8643074562288056,-0.9869074562288056,2.626992543771196,-4.601407456228806,0.3644925437711942,-1.3991074562288055,-1.4318074562288052,2.903592543771195,-0.4881074562288054,-5.492707456228805,-0.688107456228806,-1.8531074562288048,0.6295925437711946,-0.4793074562288058,-3.4130074562288057,-2.6409074562288053
CHRDL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H12B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
