Composite Element REF,Chromosome,Start,End,Gene_Symbol,Gene_Type,Transcript_ID,Position_to_TSS,CGI_Coordinate,Feature_Type
cg02179880,chrX,48597920,48597921,WDR13;WDR13;WDR13;WDR13;WDR13;WDR13;WDR13;WDR13;WDR13,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000218056.8;ENST00000376729.8;ENST00000466962.1;ENST00000470124.1;ENST00000472440.1;ENST00000479279.4;ENST00000486125.4;ENST00000492715.1;ENST00000498631.4,427;441;-801;7877;398;110;404;385;412,CGI:chrX:48597554-48598206,Island
cg02195366,chrX,11758249,11758250,MSL3;MSL3;MSL3;MSL3;MSL3;MSL3;MSL3;MSL3;MSL3;MSL3,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000312196.7;ENST00000337339.5;ENST00000361672.5;ENST00000380692.5;ENST00000380693.6;ENST00000398527.5;ENST00000421368.2;ENST00000468149.4;ENST00000476743.4;ENST00000478462.4,89;11;89;-1380;-1304;-334;-338;-5;-334;-1393,CGI:chrX:11757665-11758817,Island
cg02264182,chrX,149505204,149505205,IDS;IDS;IDS;IDS;IDS;IDS;IDS;IDS;IDS;IDS,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000340855.9;ENST00000370441.7;ENST00000422081.5;ENST00000427113.2;ENST00000428056.5;ENST00000441880.1;ENST00000464251.4;ENST00000466323.4;ENST00000521702.1;ENST00000523759.4,144;144;28732;27765;77;27791;-984;144;15893;27934,CGI:chrX:149505022-149505454,Island
cg02265919,chrX,100820251,100820252,CSTF2;CSTF2;CSTF2;CSTF2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000372972.5;ENST00000413437.1;ENST00000415585.5;ENST00000475126.4,-151;-286;-109;-167,CGI:chrX:100820243-100820570,Island
cg02274705,chrX,120629960,120629961,C1GALT1C1;C1GALT1C1,protein_coding;protein_coding,ENST00000304661.5;ENST00000371313.2,191;36,CGI:chrX:120629882-120630375,Island
cg02276461,chrX,132958547,132958548,HS6ST2;HS6ST2;HS6ST2;HS6ST2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370833.5;ENST00000370836.5;ENST00000406696.4;ENST00000521489.4,56;2849;56;2849,CGI:chrX:132956335-132958589,Island
cg02291897,chrX,47650548,47650549,ELK1;ELK1;ELK1;ELK1,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000247161.6;ENST00000343894.7;ENST00000376983.6;ENST00000468956.1,-59;44;44;57,CGI:chrX:47650193-47651109,Island
cg02360578,chrX,106611900,106611901,CXorf57;CXorf57;CXorf57;CXorf57,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000372544.5;ENST00000372548.7;ENST00000421550.1;ENST00000461251.4,-31;-73;-758;-76,CGI:chrX:106611798-106612067,Island
cg02376524,chrX,102712217,102712218,GPRASP2;GPRASP2;GPRASP2;GPRASP2;GPRASP2;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript,ENST00000332262.8;ENST00000483720.4;ENST00000486814.1;ENST00000535209.4;ENST00000543253.4;ENST00000486740.5;ENST00000602366.4;ENST00000602463.4,40;-174;-229;40;40;112679;112690;112704,CGI:chrX:102712039-102713042,Island
cg02386310,chrX,48508835,48508836,AF196972.9;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN,antisense;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000445586.1;ENST00000326194.9;ENST00000355961.7;ENST00000359882.7;ENST00000361988.6;ENST00000367574.7;ENST00000470275.2;ENST00000472520.4;ENST00000485288.5;ENST00000486272.1;ENST00000489940.4;ENST00000491243.4;ENST00000528612.4;ENST00000537758.4,4;-944;-168;-128;-206;-987;-842;-158;-160;-132;-196;-197;-177;-987,CGI:chrX:48508777-48509354,Island
cg02417823,chrX,21940566,21940567,SMS;SMS;SMS;SMS,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000379404.4;ENST00000404933.5;ENST00000457085.1;ENST00000478094.1,-150;-8;-480;-213,CGI:chrX:21940493-21941583,Island
cg02496423,chrX,21940501,21940502,SMS;SMS;SMS;SMS,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000379404.4;ENST00000404933.5;ENST00000457085.1;ENST00000478094.1,-215;-73;-545;-278,CGI:chrX:21940493-21941583,Island
cg02538330,chrX,47144747,47144748,NDUFB11;NDUFB11;RBM10;RBM10;RBM10;RBM10,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000276062.8;ENST00000377811.3;ENST00000329236.8;ENST00000345781.9;ENST00000377604.6;ENST00000628161.1,292;758;-701;-533;-123;-533,CGI:chrX:47144351-47145588,Island
cg02573613,chrX,48957544,48957545,OTUD5;OTUD5;OTUD5;OTUD5;OTUD5;OTUD5;OTUD5,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000156084.7;ENST00000376488.6;ENST00000396743.6;ENST00000428668.2;ENST00000455452.4;ENST00000484499.4;ENST00000610466.3,88;56;88;843;-354;-487;351,CGI:chrX:48957005-48958632,Island
cg02589074,chrX,149505408,149505409,IDS;IDS;IDS;IDS;IDS;IDS;IDS;IDS;IDS;IDS,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000340855.9;ENST00000370441.7;ENST00000422081.5;ENST00000427113.2;ENST00000428056.5;ENST00000441880.1;ENST00000464251.4;ENST00000466323.4;ENST00000521702.1;ENST00000523759.4,-60;-60;28528;27561;-127;27587;-1188;-60;15689;27730,CGI:chrX:149505022-149505454,Island
cg02623256,chrX,24465114,24465115,PDK3;PDK3,protein_coding;protein_coding,ENST00000379162.7;ENST00000441463.2,-108;-343,CGI:chrX:24464899-24465830,Island
cg02803670,chrX,135344826,135344827,ZNF449;ZNF449;ZNF75D;ZNF75D,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000339249.4;ENST00000370761.6;ENST00000370766.6;ENST00000494295.1,29;29;-738;-738,CGI:chrX:135344719-135345132,Island
cg02871887,chrX,154398114,154398115,RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;XX-FW83563B9.5,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;antisense,ENST00000344746.7;ENST00000369817.5;ENST00000406022.5;ENST00000424325.5;ENST00000436473.4;ENST00000451365.1;ENST00000458500.4;ENST00000467168.4;ENST00000479366.1;ENST00000482732.1;ENST00000485196.4;ENST00000489200.4;ENST00000491035.4;ENST00000492572.4;ENST00000618723.3;ENST00000624054.1,-259;959;-777;-117;-254;-1253;-265;-384;364;-275;-266;-264;-264;8158;-117;703,CGI:chrX:154397754-154398983,Island
cg02921434,chrX,147911915,147911916,FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1-AS1;FMR1-AS1;FMR1-AS1;FMR1-AS1;FMR1-AS1_2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript;processed_transcript;misc_RNA,ENST00000218200.11;ENST00000334557.9;ENST00000370470.4;ENST00000370471.6;ENST00000370475.7;ENST00000370477.4;ENST00000439526.5;ENST00000440235.5;ENST00000495717.4;ENST00000616382.3;ENST00000616614.3;ENST00000621447.1;ENST00000621453.3;ENST00000621987.3;ENST00000594922.4;ENST00000596112.4;ENST00000598667.1;ENST00000601841.1;ENST00000613724.1,-37;-138;-266;-37;-138;-49;-138;-37;-248;-204;-42;-209;-37;-50;-97;-97;-97;-97;92,CGI:chrX:147911573-147912682,Island
cg02934281,chrX,100820542,100820543,CSTF2;CSTF2;CSTF2;CSTF2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000372972.5;ENST00000413437.1;ENST00000415585.5;ENST00000475126.4,140;5;182;124,CGI:chrX:100820243-100820570,Island
cg03057808,chrX,106612066,106612067,CXorf57;CXorf57;CXorf57;CXorf57,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000372544.5;ENST00000372548.7;ENST00000421550.1;ENST00000461251.4,135;93;-592;90,CGI:chrX:106611798-106612067,Island
cg03104298,chrX,136497065,136497066,HTATSF1;HTATSF1;HTATSF1;HTATSF1,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000218364.4;ENST00000425695.4;ENST00000448450.4;ENST00000535601.4,-447;-170;-157;-15,CGI:chrX:136496842-136497940,Island
cg03157806,chrX,149631596,149631597,TMEM185A;TMEM185A;TMEM185A;TMEM185A;TMEM185A;TMEM185A,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000502900.2;ENST00000507237.4;ENST00000511776.1;ENST00000600449.6;ENST00000611119.3;ENST00000612022.1,125;103;87;317;317;124,CGI:chrX:149631156-149632023,Island
cg03172171,chrX,155026661,155026662,F8;F8;FUNDC2;FUNDC2;FUNDC2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000423959.4;ENST00000453950.1;ENST00000369498.6;ENST00000475165.4;ENST00000484175.4,280;208;-25;680;-493,CGI:chrX:155026640-155027421,Island
cg03244432,chrX,48509125,48509126,AF196972.9;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN,antisense;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000445586.1;ENST00000326194.9;ENST00000355961.7;ENST00000359882.7;ENST00000361988.6;ENST00000367574.7;ENST00000470275.2;ENST00000472520.4;ENST00000485288.5;ENST00000486272.1;ENST00000489940.4;ENST00000491243.4;ENST00000528612.4;ENST00000537758.4,-286;-654;122;162;84;-697;-552;132;130;158;94;93;113;-697,CGI:chrX:48508777-48509354,Island
cg03391801,chrX,154379465,154379466,EMD;EMD;EMD;EMD;EMD;EMD;EMD;EMD;EMD,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000369835.3;ENST00000369842.7;ENST00000428228.4;ENST00000468294.4;ENST00000471965.1;ENST00000485261.1;ENST00000486738.4;ENST00000492448.1;ENST00000494443.4,191;267;103;-61;-1101;60;123;-161;36,CGI:chrX:154377974-154379877,Island
cg03513471,chrX,147911967,147911968,FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1-AS1;FMR1-AS1;FMR1-AS1;FMR1-AS1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript;processed_transcript,ENST00000218200.11;ENST00000334557.9;ENST00000370470.4;ENST00000370471.6;ENST00000370475.7;ENST00000370477.4;ENST00000439526.5;ENST00000440235.5;ENST00000495717.4;ENST00000616382.3;ENST00000616614.3;ENST00000621447.1;ENST00000621453.3;ENST00000621987.3;ENST00000594922.4;ENST00000596112.4;ENST00000598667.1;ENST00000601841.1,15;-86;-214;15;-86;3;-86;15;-196;-152;10;-157;15;2;-149;-149;-149;-149,CGI:chrX:147911573-147912682,Island
cg03537243,chrX,107206500,107206501,NUP62CL;NUP62CL;NUP62CL;PIH1D3;PIH1D3;PIH1D3,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000372466.7;ENST00000421752.1;ENST00000484614.4;ENST00000336387.4;ENST00000372453.6;ENST00000535523.4,-66;-66;-66;-649;-133;-133,CGI:chrX:107205799-107206510,Island
cg03659012,chrX,77910567,77910568,ATP7A;ATP7A;ATP7A;RP5-1000K24.2,protein_coding;protein_coding;protein_coding;transcribed_processed_pseudogene,ENST00000341514.9;ENST00000343533.8;ENST00000350425.5;ENST00000602791.1,-136;-90;-161;-175,CGI:chrX:77910427-77910798,Island
cg03670113,chrX,154412252,154412253,DNASE1L1;DNASE1L1;DNASE1L1;DNASE1L1;DNASE1L1;DNASE1L1;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000309585.8;ENST00000369809.4;ENST00000393638.4;ENST00000424626.4;ENST00000432135.1;ENST00000451865.4;ENST00000369776.7;ENST00000426231.4;ENST00000439735.2;ENST00000470127.1;ENST00000475699.4;ENST00000476679.4;ENST00000476800.1;ENST00000479875.1;ENST00000483674.2;ENST00000483780.4;ENST00000601016.4;ENST00000612012.3;ENST00000612460.3;ENST00000613002.3;ENST00000613634.3;ENST00000614595.1;ENST00000615658.3;ENST00000615986.3;ENST00000616020.3;ENST00000617701.3;ENST00000620808.3;ENST00000621647.1,-139;-161;-161;-160;-162;-168;492;90;421;-1278;710;-464;-840;-470;-1238;48;695;695;695;710;727;626;733;690;710;689;677;692,CGI:chrX:154411398-154412338,Island
cg03691313,chrX,154374694,154374695,FLNA;FLNA;FLNA,protein_coding;protein_coding;protein_coding,ENST00000369850.6;ENST00000422373.4;ENST00000610817.3,-67;-55;-55,CGI:chrX:154374352-154374901,Island
cg03692149,chrX,154466430,154466431,PLXNA3;PLXNA3;PLXNA3,protein_coding;protein_coding;protein_coding,ENST00000369682.4;ENST00000467463.1;ENST00000478236.1,8148;10;338,CGI:chrX:154466009-154466431,Island
cg03692228,chrX,48919072,48919073,PIM2,protein_coding,ENST00000376509.4,-47,CGI:chrX:48918486-48919536,Island
cg03704031,chrX,71492365,71492366,INGX;INGX;TAF1;TAF1;TAF1;TAF1;TAF1;TAF1;TAF1;TAF1;Y_RNA,transcribed_processed_pseudogene;transcribed_processed_pseudogene;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;misc_RNA,ENST00000359239.3;ENST00000489074.2;ENST00000373775.7;ENST00000437147.6;ENST00000461764.4;ENST00000462588.4;ENST00000467309.4;ENST00000468167.4;ENST00000485087.4;ENST00000497222.1;ENST00000362881.1,564;85;85685;85685;69206;69206;32694;69206;69206;52;-1197,CGI:chrX:71492199-71492971,Island
cg03765359,chrX,47619791,47619792,SYN1;SYN1,protein_coding;protein_coding,ENST00000295987.10;ENST00000340666.4,63;63,CGI:chrX:47619271-47620116,Island
cg03802424,chrX,86148384,86148385,DACH2;DACH2;DACH2;DACH2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000373125.7;ENST00000373131.4;ENST00000461604.5;ENST00000506327.5,-238;-75;-77;-238,CGI:chrX:86147939-86148873,Island
cg03814733,chrX,149938537,149938538,CXorf40B;CXorf40B;CXorf40B;CXorf40B;CXorf40B;CXorf40B;CXorf40B;LINC00894;LINC00894,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;antisense;antisense,ENST00000355203.5;ENST00000370404.4;ENST00000370406.6;ENST00000370409.6;ENST00000462691.4;ENST00000483447.1;ENST00000497550.1;ENST00000449111.4;ENST00000458274.1,-1022;-77;275;-64;-101;-75;164;-92;-1203,CGI:chrX:149937895-149938705,Island
cg03831206,chrX,48957693,48957694,OTUD5;OTUD5;OTUD5;OTUD5;OTUD5;OTUD5;OTUD5,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000156084.7;ENST00000376488.6;ENST00000396743.6;ENST00000428668.2;ENST00000455452.4;ENST00000484499.4;ENST00000610466.3,-61;-93;-61;694;-503;-636;202,CGI:chrX:48957005-48958632,Island
cg03845409,chrX,100928889,100928890,XKRX;XKRX,protein_coding;protein_coding,ENST00000372956.2;ENST00000468904.1,21;545,CGI:chrX:100928888-100929355,Island
cg03878985,chrX,107206509,107206510,NUP62CL;NUP62CL;NUP62CL;PIH1D3;PIH1D3;PIH1D3,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000372466.7;ENST00000421752.1;ENST00000484614.4;ENST00000336387.4;ENST00000372453.6;ENST00000535523.4,-75;-75;-75;-640;-124;-124,CGI:chrX:107205799-107206510,Island
cg03939693,chrX,68498858,68498859,YIPF6;YIPF6;YIPF6;YIPF6;YIPF6;YIPF6,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000374622.3;ENST00000374643.6;ENST00000451537.4;ENST00000462683.4;ENST00000462972.1;ENST00000470730.4,75;-192;295;534;-224;-177,CGI:chrX:68498621-68499229,Island
cg03944921,chrX,118346017,118346018,WDR44;WDR44;WDR44;WDR44,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000254029.6;ENST00000371822.8;ENST00000371825.6;ENST00000493448.1,-93;-57;-127;-183,CGI:chrX:118345602-118346525,Island
cg03983969,chrX,41923442,41923443,CASK;CASK;CASK;CASK;CASK;CASK;CASK;CASK,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000378154.1;ENST00000378158.4;ENST00000378163.4;ENST00000378166.7;ENST00000421587.5;ENST00000442742.5;ENST00000468986.5;ENST00000477823.1,22;-102;22;-426;-429;-434;-426;-459,CGI:chrX:41922853-41924005,Island
cg04014504,chrX,37571464,37571465,LANCL3;LANCL3;LANCL3;RP5-972B16.2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000378619.3;ENST00000378621.6;ENST00000614025.3;ENST00000465127.1,-189;-106;-106;222133,CGI:chrX:37571453-37572531,Island
cg04025582,chrX,101390918,101390919,BTK;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A-HNRNPH2;RPL36A-HNRNPH2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000621635.3;ENST00000372849.7;ENST00000392994.6;ENST00000427805.5;ENST00000465340.4;ENST00000465744.4;ENST00000471855.1;ENST00000491851.4;ENST00000553110.6;ENST00000614077.3;ENST00000409170.3;ENST00000409338.4,-121;-99;-72;93;-94;-197;-285;-94;-66;27;-95;-94,CGI:chrX:101390792-101391119,Island
cg04027312,chrX,46759197,46759198,SLC9A7;SLC9A7,protein_coding;protein_coding,ENST00000328306.4;ENST00000616978.3,-141;-24,CGI:chrX:46758578-46759534,Island
cg04044694,chrX,101407935,101407936,GLA;GLA;GLA;GLA;GLA;HNRNPH2;RPL36A-HNRNPH2;RPL36A-HNRNPH2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000218516.3;ENST00000479445.1;ENST00000480513.4;ENST00000486121.4;ENST00000493905.5;ENST00000316594.5;ENST00000409170.3;ENST00000409338.4,-9;-47;-101;-101;-26;-361;16922;16923,CGI:chrX:101407839-101408313,Island
cg04094482,chrX,74614654,74614655,RLIM;RLIM,protein_coding;protein_coding,ENST00000332687.9;ENST00000349225.2,-36;-36,CGI:chrX:74614164-74614762,Island
cg04149024,chrX,154428545,154428546,ATP6AP1;ATP6AP1;ATP6AP1;ATP6AP1;ATP6AP1;ATP6AP1;ATP6AP1;ATP6AP1;CH17-340M24.3,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;lincRNA,ENST00000369762.5;ENST00000422890.4;ENST00000429585.4;ENST00000439372.4;ENST00000446552.1;ENST00000449556.4;ENST00000455205.4;ENST00000491569.4;ENST00000360656.2,-88;-101;-197;-143;-145;-119;-154;-301;-65,CGI:chrX:154428387-154429017,Island
cg04217946,chrX,31266901,31266902,DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000343523.5;ENST00000357033.7;ENST00000358062.5;ENST00000359836.4;ENST00000361471.7;ENST00000378677.5;ENST00000378680.5;ENST00000378702.7;ENST00000378707.6;ENST00000378723.6;ENST00000469142.1;ENST00000474231.4;ENST00000541735.4;ENST00000619831.3;ENST00000620040.3,241398;1944619;608473;888569;7;1861460;49;-43;888569;52;168754;888569;888569;1861265;1944412,CGI:chrX:31266387-31266902,Island
cg04225046,chrX,102651251,102651252,GPRASP1;GPRASP1;GPRASP1;GPRASP1;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.7,protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript;antisense,ENST00000361600.8;ENST00000415986.4;ENST00000444152.4;ENST00000537097.1;ENST00000486740.5;ENST00000602366.4;ENST00000602463.4;ENST00000602441.1,-116;-116;-116;-151;51713;51724;51738;8462,CGI:chrX:102651073-102652089,Island
cg04290452,chrX,119236224,119236225,PGRMC1;PGRMC1,protein_coding;protein_coding,ENST00000217971.7;ENST00000535419.2,-30;-22,CGI:chrX:119235899-119237010,Island
cg04292836,chrX,23743367,23743368,ACOT9;ACOT9;ACOT9;ACOT9;ACOT9,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000336430.10;ENST00000379295.4;ENST00000379303.8;ENST00000492081.1;ENST00000494361.4,-90;23109;-93;-116;-76,CGI:chrX:23742953-23743493,Island
cg04298609,chrX,77786236,77786237,ATRX;ATRX;ATRX;ATRX;ATRX;ATRX;ATRX;ATRX;ATRX,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000373344.8;ENST00000395603.6;ENST00000480283.4;ENST00000622960.1;ENST00000623321.2;ENST00000624032.2;ENST00000624166.2;ENST00000624193.1;ENST00000624668.2,34;-19;-19;-2;-10;-27;-15;-31;-27,CGI:chrX:77785517-77786239,Island
